Agoncillo,Mun
Adia,Bgy
Bagong Sikat,Bgy
Balangon,Bgy
Bilibinwang,Bgy
Bangin,Bgy
Barigon,Bgy
Coral Na Munti,Bgy
Guitna,Bgy
Mabini,Bgy
Pamiga,Bgy
Panhulan,Bgy
Pansipit,Bgy
Poblacion,Bgy
Pook,Bgy
San Jacinto,Bgy
San Teodoro,Bgy
Santa Cruz,Bgy
Santo Tomas,Bgy
Subic Ibaba,Bgy
Subic Ilaya,Bgy
Banyaga,Bgy
Alitagtag,Mun
Balagbag,Bgy
Concepcion,Bgy
Concordia,Bgy
Dalipit East,Bgy
Dalipit West,Bgy
Dominador East,Bgy
Dominador West,Bgy
Munlawin Sur,Bgy
Munlawin Norte,Bgy
Muzon Primero,Bgy
Muzon Segundo,Bgy
Pinagkurusan,Bgy
Ping-As,Bgy
Poblacion East,Bgy
Poblacion West,Bgy
San Jose,Bgy
Santa Cruz,Bgy
Tadlac,Bgy
San Juan,Bgy
Balayan,Mun
Baclaran,Bgy
Barangay 1 ,Bgy
Barangay 10 ,Bgy
Barangay 11 ,Bgy
Barangay 12 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Barangay 6 ,Bgy
Barangay 7 ,Bgy
Barangay 8 ,Bgy
Barangay 9 ,Bgy
Calan,Bgy
Caloocan,Bgy
Calzada,Bgy
Canda,Bgy
Carenahan,Bgy
Caybunga,Bgy
Cayponce,Bgy
Dalig,Bgy
Dao,Bgy
Dilao,Bgy
Duhatan,Bgy
Durungao,Bgy
Gimalas,Bgy
Gumamela,Bgy
Lagnas,Bgy
Lanatan,Bgy
Langgangan,Bgy
Lucban Putol,Bgy
Lucban Pook,Bgy
Magabe,Bgy
Malalay,Bgy
Munting Tubig,Bgy
Navotas,Bgy
Patugo,Bgy
Palikpikan,Bgy
Pooc,Bgy
Sambat,Bgy
Sampaga,Bgy
San Juan,Bgy
San Piro,Bgy
Santol,Bgy
Sukol,Bgy
Tactac,Bgy
Taludtud,Bgy
Tanggoy,Bgy
Balete,Mun
Alangilan,Bgy
Calawit,Bgy
Looc,Bgy
Magapi,Bgy
Makina,Bgy
Malabanan,Bgy
Paligawan,Bgy
Palsara,Bgy
Poblacion,Bgy
Sala,Bgy
Sampalocan,Bgy
Solis,Bgy
San Sebastian,Bgy
Batangas City ,City
Alangilan,Bgy
Balagtas,Bgy
Balete,Bgy
Banaba Center,Bgy
Banaba Kanluran,Bgy
Banaba Silangan,Bgy
Banaba Ibaba,Bgy
Bilogo,Bgy
Maapas,Bgy
Bolbok,Bgy
Bukal,Bgy
Calicanto,Bgy
Catandala,Bgy
Concepcion,Bgy
Conde Itaas,Bgy
Conde Labak,Bgy
Cuta,Bgy
Dalig,Bgy
Dela Paz,Bgy
Dela Paz Pulot Aplaya,Bgy
Dela Paz Pulot Itaas,Bgy
Domoclay,Bgy
Dumantay,Bgy
Gulod Itaas,Bgy
Gulod Labak,Bgy
Haligue Kanluran,Bgy
Haligue Silangan,Bgy
Ilihan,Bgy
Kumba,Bgy
Kumintang Ibaba,Bgy
Kumintang Ilaya,Bgy
Libjo,Bgy
"Liponpon, Isla Verde",Bgy
Mahabang Dahilig,Bgy
Mahabang Parang,Bgy
Mahacot Silangan,Bgy
Mahacot Kanluran,Bgy
Malalim,Bgy
Malibayo,Bgy
Malitam,Bgy
Maruclap,Bgy
Mabacong,Bgy
Pagkilatan,Bgy
Paharang Kanluran,Bgy
Paharang Silangan,Bgy
Pallocan Silangan,Bgy
Pallocan Kanluran,Bgy
Pinamucan,Bgy
Pinamucan Ibaba,Bgy
Pinamucan Silangan,Bgy
Barangay 1 ,Bgy
Barangay 10 ,Bgy
Barangay 11 ,Bgy
Barangay 12 ,Bgy
Barangay 13 ,Bgy
Barangay 14 ,Bgy
Barangay 15 ,Bgy
Barangay 16 ,Bgy
Barangay 17 ,Bgy
Barangay 18 ,Bgy
Barangay 19 ,Bgy
Barangay 2 ,Bgy
Barangay 20 ,Bgy
Barangay 21 ,Bgy
Barangay 22 ,Bgy
Barangay 23 ,Bgy
Barangay 24 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Barangay 6 ,Bgy
Barangay 7 ,Bgy
Barangay 8 ,Bgy
Barangay 9 ,Bgy
Sampaga,Bgy
"San Agapito, Isla Verde",Bgy
"San Agustin Kanluran, Isla Verde",Bgy
"San Agustin Silangan, Isla Verde",Bgy
"San Andres, Isla Verde",Bgy
"San Antonio, Isla Verde",Bgy
San Isidro,Bgy
San Jose Sico,Bgy
San Miguel,Bgy
San Pedro,Bgy
Santa Clara,Bgy
Santa Rita Aplaya,Bgy
Santa Rita Karsada,Bgy
Santo Domingo,Bgy
Santo Niño,Bgy
Simlong,Bgy
Sirang Lupa,Bgy
Sorosoro Ibaba,Bgy
Sorosoro Ilaya,Bgy
Sorosoro Karsada,Bgy
Tabangao Aplaya,Bgy
Tabangao Ambulong,Bgy
Tabangao Dao,Bgy
Talahib Pandayan,Bgy
Talahib Payapa,Bgy
Talumpok Kanluran,Bgy
Talumpok Silangan,Bgy
Tinga Itaas,Bgy
Tinga Labak,Bgy
Tulo,Bgy
Wawa,Bgy
Bauan,Mun
Alagao,Bgy
Aplaya,Bgy
As-Is,Bgy
Bagong Silang,Bgy
Baguilawa,Bgy
Balayong,Bgy
Barangay I ,Bgy
Barangay II ,Bgy
Barangay III ,Bgy
Barangay IV ,Bgy
Bolo,Bgy
Colvo,Bgy
Cupang,Bgy
Durungao,Bgy
Gulibay,Bgy
Inicbulan,Bgy
Locloc,Bgy
Magalang-Galang,Bgy
Malindig,Bgy
Manalupong,Bgy
Manghinao Proper,Bgy
Manghinao Uno,Bgy
New Danglayan,Bgy
Orense,Bgy
Pitugo,Bgy
Rizal,Bgy
Sampaguita,Bgy
San Agustin,Bgy
San Andres Proper,Bgy
San Andres Uno,Bgy
San Diego,Bgy
San Miguel,Bgy
San Pablo,Bgy
San Pedro,Bgy
San Roque,Bgy
San Teodoro,Bgy
San Vicente,Bgy
Santa Maria,Bgy
Santo Domingo,Bgy
Sinala,Bgy
City of Calaca,City
Bagong Tubig,Bgy
Baclas,Bgy
Balimbing,Bgy
Bambang,Bgy
Barangay 1 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Barangay 6 ,Bgy
Bisaya,Bgy
Cahil,Bgy
Caluangan,Bgy
Calantas,Bgy
Camastilisan,Bgy
Coral Ni Lopez,Bgy
Coral Ni Bacal,Bgy
Dacanlao,Bgy
Dila,Bgy
Loma,Bgy
Lumbang Calzada,Bgy
Lumbang Na Bata,Bgy
Lumbang Na Matanda,Bgy
Madalunot,Bgy
Makina,Bgy
Matipok,Bgy
Munting Coral,Bgy
Niyugan,Bgy
Pantay,Bgy
Puting Bato West,Bgy
Puting Kahoy,Bgy
Puting Bato East,Bgy
Quisumbing,Bgy
Salong,Bgy
San Rafael,Bgy
Sinisian,Bgy
Taklang Anak,Bgy
Talisay,Bgy
Tamayo,Bgy
Timbain,Bgy
Calatagan,Mun
Bagong Silang,Bgy
Baha,Bgy
Balibago,Bgy
Balitoc,Bgy
Biga,Bgy
Bucal,Bgy
Carlosa,Bgy
Carretunan,Bgy
Encarnacion,Bgy
Gulod,Bgy
Hukay,Bgy
Lucsuhin,Bgy
Luya,Bgy
Paraiso,Bgy
Barangay 1 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Quilitisan,Bgy
Real,Bgy
Sambungan,Bgy
Santa Ana,Bgy
Talibayog,Bgy
Talisay,Bgy
Tanagan,Bgy
Cuenca,Mun
Balagbag,Bgy
Bungahan,Bgy
Calumayin,Bgy
Dalipit East,Bgy
Dalipit West,Bgy
Dita,Bgy
Don Juan,Bgy
Emmanuel,Bgy
Ibabao,Bgy
Labac,Bgy
Pinagkaisahan,Bgy
San Felipe,Bgy
San Isidro,Bgy
Barangay 1 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Barangay 6 ,Bgy
Barangay 7 ,Bgy
Barangay 8 ,Bgy
Ibaan,Mun
Bago,Bgy
Balanga,Bgy
Bungahan,Bgy
Calamias,Bgy
Catandala,Bgy
Coliat,Bgy
Dayapan,Bgy
Lapu-lapu,Bgy
Lucsuhin,Bgy
Mabalor,Bgy
Malainin,Bgy
Matala,Bgy
Munting-Tubig,Bgy
Palindan,Bgy
Pangao,Bgy
Panghayaan,Bgy
Poblacion,Bgy
Quilo,Bgy
Sabang,Bgy
Salaban I,Bgy
San Agustin,Bgy
Sandalan,Bgy
Santo Niño,Bgy
Talaibon,Bgy
Tulay Na Patpat,Bgy
Salaban II,Bgy
Laurel,Mun
As-Is,Bgy
Balakilong,Bgy
Berinayan,Bgy
Bugaan East,Bgy
Bugaan West,Bgy
Buso-buso,Bgy
Dayap Itaas,Bgy
Gulod,Bgy
J. Leviste,Bgy
Molinete,Bgy
Niyugan,Bgy
Paliparan,Bgy
Barangay 1 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
San Gabriel,Bgy
San Gregorio,Bgy
Santa Maria,Bgy
Ticub,Bgy
Lemery,Mun
Anak-Dagat,Bgy
Arumahan,Bgy
Ayao-iyao,Bgy
Bagong Pook,Bgy
Bagong Sikat,Bgy
Balanga,Bgy
Bukal,Bgy
Cahilan I,Bgy
Cahilan II,Bgy
Dayapan,Bgy
Dita,Bgy
Gulod,Bgy
Lucky,Bgy
Maguihan,Bgy
Mahabang Dahilig,Bgy
Mahayahay,Bgy
Maigsing Dahilig,Bgy
Maligaya,Bgy
Malinis,Bgy
Masalisi,Bgy
Mataas Na Bayan,Bgy
Matingain I,Bgy
Matingain II,Bgy
Mayasang,Bgy
Niugan,Bgy
Nonong Casto,Bgy
Palanas,Bgy
Payapa Ibaba,Bgy
Payapa Ilaya,Bgy
District I ,Bgy
District II ,Bgy
District III ,Bgy
District IV ,Bgy
Rizal,Bgy
Sambal Ibaba,Bgy
Sambal Ilaya,Bgy
San Isidro Ibaba,Bgy
San Isidro Itaas,Bgy
Sangalang,Bgy
Talaga,Bgy
Tubigan,Bgy
Tubuan,Bgy
Wawa Ibaba,Bgy
Wawa Ilaya,Bgy
Sinisian East,Bgy
Sinisian West,Bgy
Lian,Mun
Bagong Pook,Bgy
Balibago,Bgy
Binubusan,Bgy
Bungahan,Bgy
Cumba,Bgy
Humayingan,Bgy
Kapito,Bgy
Lumaniag,Bgy
Luyahan,Bgy
Malaruhatan,Bgy
Matabungkay,Bgy
Barangay 1 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Prenza,Bgy
Puting-Kahoy,Bgy
San Diego,Bgy
City of Lipa,City
Adya,Bgy
Anilao,Bgy
Anilao-Labac,Bgy
Antipolo Del Norte,Bgy
Antipolo Del Sur,Bgy
Bagong Pook,Bgy
San Sebastian,Bgy
Balintawak,Bgy
Banaybanay,Bgy
Bolbok,Bgy
Bugtong na Pulo,Bgy
Bulacnin,Bgy
Bulaklakan,Bgy
Calamias,Bgy
Cumba,Bgy
Dagatan,Bgy
Duhatan,Bgy
Halang,Bgy
Inosloban,Bgy
Kayumanggi,Bgy
Latag,Bgy
Lodlod,Bgy
Lumbang,Bgy
Mabini,Bgy
Malagonlong,Bgy
Malitlit,Bgy
Marauoy,Bgy
Mataas Na Lupa,Bgy
Munting Pulo,Bgy
Pagolingin Bata,Bgy
Pagolingin East,Bgy
Pagolingin West,Bgy
Pangao,Bgy
Pinagkawitan,Bgy
Pinagtongulan,Bgy
Plaridel,Bgy
Poblacion Barangay 1,Bgy
Poblacion Barangay 10,Bgy
Poblacion Barangay 11,Bgy
Poblacion Barangay 2,Bgy
Poblacion Barangay 3,Bgy
Poblacion Barangay 4,Bgy
Poblacion Barangay 5,Bgy
Poblacion Barangay 6,Bgy
Poblacion Barangay 7,Bgy
Poblacion Barangay 8,Bgy
Poblacion Barangay 9,Bgy
Pusil,Bgy
Quezon,Bgy
Rizal,Bgy
Sabang,Bgy
Sampaguita,Bgy
San Benito,Bgy
San Carlos,Bgy
San Celestino,Bgy
San Francisco,Bgy
San Guillermo,Bgy
San Jose,Bgy
San Lucas,Bgy
San Salvador,Bgy
Sapac,Bgy
Sico,Bgy
Santo Niño,Bgy
Santo Toribio,Bgy
Talisay,Bgy
Tambo,Bgy
Tangob,Bgy
Tanguay,Bgy
Tibig,Bgy
Tipacan,Bgy
Poblacion Barangay 9-A,Bgy
Barangay 12 ,Bgy
Lobo,Mun
Apar,Bgy
Balatbat,Bgy
Balibago,Bgy
Banalo,Bgy
Biga,Bgy
Bignay,Bgy
Calo,Bgy
Calumpit,Bgy
Fabrica,Bgy
Jaybanga,Bgy
Lagadlarin,Bgy
Mabilog Na Bundok,Bgy
Malabrigo,Bgy
Malalim Na Sanog,Bgy
Malapad Na Parang,Bgy
Masaguitsit,Bgy
Nagtalongtong,Bgy
Nagtoctoc,Bgy
Olo-olo,Bgy
Pinaghawanan,Bgy
San Miguel,Bgy
San Nicolas,Bgy
Sawang,Bgy
Soloc,Bgy
Tayuman,Bgy
Poblacion,Bgy
Mabini,Mun
Anilao Proper,Bgy
Anilao East,Bgy
Bagalangit,Bgy
Bulacan,Bgy
Calamias,Bgy
Estrella,Bgy
Gasang,Bgy
Laurel,Bgy
Ligaya,Bgy
Mainaga,Bgy
Mainit,Bgy
Majuben,Bgy
Malimatoc I,Bgy
Malimatoc II,Bgy
Nag-Iba,Bgy
Pilahan,Bgy
Poblacion,Bgy
Pulang Lupa,Bgy
Pulong Anahao,Bgy
Pulong Balibaguhan,Bgy
Pulong Niogan,Bgy
Saguing,Bgy
Sampaguita,Bgy
San Francisco,Bgy
San Jose,Bgy
San Juan,Bgy
San Teodoro,Bgy
Santa Ana,Bgy
Santa Mesa,Bgy
Santo Niño,Bgy
Santo Tomas,Bgy
Solo,Bgy
Talaga Proper,Bgy
Talaga East,Bgy
Malvar,Mun
Bagong Pook,Bgy
Bilucao,Bgy
Bulihan,Bgy
San Gregorio,Bgy
Luta Del Norte,Bgy
Luta Del Sur,Bgy
Poblacion,Bgy
San Andres,Bgy
San Fernando,Bgy
San Isidro East,Bgy
San Juan,Bgy
San Pedro II,Bgy
San Pedro I,Bgy
San Pioquinto,Bgy
Santiago,Bgy
Mataasnakahoy,Mun
District I ,Bgy
District II ,Bgy
District III ,Bgy
District IV ,Bgy
Bayorbor,Bgy
Bubuyan,Bgy
Calingatan,Bgy
Kinalaglagan,Bgy
Loob,Bgy
Lumang Lipa,Bgy
Manggahan,Bgy
Nangkaan,Bgy
San Sebastian,Bgy
Santol,Bgy
Upa,Bgy
Barangay II-A ,Bgy
Nasugbu,Mun
Aga,Bgy
Balaytigui,Bgy
Banilad,Bgy
Barangay 10 ,Bgy
Barangay 11 ,Bgy
Barangay 12 ,Bgy
Barangay 2 ,Bgy
Barangay 3 ,Bgy
Barangay 4 ,Bgy
Barangay 5 ,Bgy
Barangay 6 ,Bgy
Barangay 7 ,Bgy
Barangay 8 ,Bgy
Barangay 9 ,Bgy
Bilaran,Bgy
Bucana,Bgy
Bulihan,Bgy
Bunducan,Bgy
Butucan,Bgy
Calayo,Bgy
Catandaan,Bgy
Kaylaway,Bgy
Kayrilaw,Bgy
Cogunan,Bgy
Dayap,Bgy
Latag,Bgy
Looc,Bgy
Lumbangan,Bgy
Malapad Na Bato,Bgy
Mataas Na Pulo,Bgy
Maugat,Bgy
Munting Indan,Bgy
Natipuan,Bgy
Pantalan,Bgy
Papaya,Bgy
Putat,Bgy
Reparo,Bgy
Talangan,Bgy
Tumalim,Bgy
Utod,Bgy
Wawa,Bgy
Barangay 1 ,Bgy
Padre Garcia,Mun
Banaba,Bgy
Banaybanay,Bgy
Bawi,Bgy
Bukal,Bgy
Castillo,Bgy
Cawongan,Bgy
Manggas,Bgy
Maugat East,Bgy
Maugat West,Bgy
Pansol,Bgy
Payapa,Bgy
Poblacion,Bgy
Quilo-quilo North,Bgy
Quilo-quilo South,Bgy
San Felipe,Bgy
San Miguel,Bgy
Tamak,Bgy
Tangob,Bgy
Rosario,Mun
Alupay,Bgy
Antipolo,Bgy
Bagong Pook,Bgy
Balibago,Bgy
Bayawang,Bgy
Baybayin,Bgy
Bulihan,Bgy
Cahigam,Bgy
Calantas,Bgy
Colongan,Bgy
Itlugan,Bgy
Lumbangan,Bgy
Maalas-As,Bgy
Mabato,Bgy
Mabunga,Bgy
Macalamcam A,Bgy
Macalamcam B,Bgy
Malaya,Bgy
Maligaya,Bgy
Marilag,Bgy
Masaya,Bgy
Matamis,Bgy
Mavalor,Bgy
Mayuro,Bgy
Namuco,Bgy
Namunga,Bgy
Natu,Bgy
Nasi,Bgy
Palakpak,Bgy
Pinagsibaan,Bgy
Barangay A ,Bgy
Barangay B ,Bgy
Barangay C ,Bgy
Barangay D ,Bgy
Barangay E ,Bgy
Putingkahoy,Bgy
Quilib,Bgy
Salao,Bgy
San Carlos,Bgy
San Ignacio,Bgy
San Isidro,Bgy
San Jose,Bgy
San Roque,Bgy
Santa Cruz,Bgy
Timbugan,Bgy
Tiquiwan,Bgy
Leviste,Bgy
Tulos,Bgy
San Jose,Mun
Aguila,Bgy
Anus,Bgy
Aya,Bgy
Bagong Pook,Bgy
Balagtasin,Bgy
Balagtasin I,Bgy
Banaybanay I,Bgy
Banaybanay II,Bgy
Bigain I,Bgy
Bigain II,Bgy
Calansayan,Bgy
Dagatan,Bgy
Don Luis,Bgy
Galamay-Amo,Bgy
Lalayat,Bgy
Lapolapo I,Bgy
Lapolapo II,Bgy
Lepute,Bgy
Lumil,Bgy
Natunuan,Bgy
Palanca,Bgy
Pinagtung-Ulan,Bgy
Poblacion Barangay I,Bgy
Poblacion Barangay II,Bgy
Poblacion Barangay III,Bgy
Poblacion Barangay IV,Bgy
Sabang,Bgy
Salaban,Bgy
Santo Cristo,Bgy
Mojon-Tampoy,Bgy
Taysan,Bgy
Tugtug,Bgy
Bigain South,Bgy
San Juan,Mun
Abung,Bgy
Balagbag,Bgy
Barualte,Bgy
Bataan,Bgy
Buhay Na Sapa,Bgy
Bulsa,Bgy
Calicanto,Bgy
Calitcalit,Bgy
Calubcub I,Bgy
Calubcub II,Bgy
Catmon,Bgy
Coloconto,Bgy
Escribano,Bgy
Hugom,Bgy
Imelda,Bgy
Janaojanao,Bgy
Laiya-Ibabao,Bgy
Laiya-Aplaya,Bgy
Libato,Bgy
Lipahan,Bgy
Mabalanoy,Bgy
Nagsaulay,Bgy
Maraykit,Bgy
Muzon,Bgy
Palahanan I,Bgy
Palahanan II,Bgy
Palingowak,Bgy
Pinagbayanan,Bgy
Poblacion,Bgy
Poctol,Bgy
Pulangbato,Bgy
Putingbuhangin,Bgy
Quipot,Bgy
Sampiro,Bgy
Sapangan,Bgy
Sico I,Bgy
Sico II,Bgy
Subukin,Bgy
Talahiban I,Bgy
Talahiban II,Bgy
Ticalan,Bgy
Tipaz,Bgy
San Luis,Mun
Abiacao,Bgy
Bagong Tubig,Bgy
Balagtasin,Bgy
Balite,Bgy
Banoyo,Bgy
Boboy,Bgy
Bonliw,Bgy
Calumpang West,Bgy
Calumpang East,Bgy
Dulangan,Bgy
Durungao,Bgy
Locloc,Bgy
Luya,Bgy
Mahabang Parang,Bgy
Manggahan,Bgy
Muzon,Bgy
San Antonio,Bgy
San Isidro,Bgy
San Jose,Bgy
San Martin,Bgy
Santa Monica,Bgy
Taliba,Bgy
Talon,Bgy
Tejero,Bgy
Tungal,Bgy
Poblacion,Bgy
San Nicolas,Mun
Abelo,Bgy
Balete,Bgy
Baluk-baluk,Bgy
Bancoro,Bgy
Bangin,Bgy
Calangay,Bgy
Hipit,Bgy
Maabud North,Bgy
Maabud South,Bgy
Munlawin,Bgy
Pansipit,Bgy
Poblacion,Bgy
Santo Niño,Bgy
Sinturisan,Bgy
Tagudtod,Bgy
Talang,Bgy
Alas-as,Bgy
Pulang-Bato,Bgy
San Pascual,Mun
Alalum,Bgy
Antipolo,Bgy
Balimbing,Bgy
Banaba,Bgy
Bayanan,Bgy
Danglayan,Bgy
Del Pilar,Bgy
Gelerang Kawayan,Bgy
Ilat North,Bgy
Ilat South,Bgy
Kaingin,Bgy
Laurel,Bgy
Malaking Pook,Bgy
Mataas Na Lupa,Bgy
Natunuan North,Bgy
Natunuan South,Bgy
Padre Castillo,Bgy
Palsahingin,Bgy
Pila,Bgy
Poblacion,Bgy
Pook Ni Banal,Bgy
Pook Ni Kapitan,Bgy
Resplandor,Bgy
Sambat,Bgy
San Antonio,Bgy
San Mariano,Bgy
San Mateo,Bgy
Santa Elena,Bgy
Santo Niño,Bgy
Santa Teresita,Mun
Antipolo,Bgy
Bihis,Bgy
Burol,Bgy
Calayaan,Bgy
Calumala,Bgy
Cuta East,Bgy
Cutang Cawayan,Bgy
Irukan,Bgy
Pacifico,Bgy
Poblacion I,Bgy
Saimsim,Bgy
Sampa,Bgy
Sinipian,Bgy
Tambo Ibaba,Bgy
Tambo Ilaya,Bgy
Poblacion II,Bgy
Poblacion III,Bgy
City of Sto. Tomas,City
Barangay I ,Bgy
Barangay II ,Bgy
Barangay III ,Bgy
Barangay IV ,Bgy
San Agustin,Bgy
San Antonio,Bgy
San Bartolome,Bgy
San Felix,Bgy
San Fernando,Bgy
San Francisco,Bgy
San Isidro Norte,Bgy
San Isidro Sur,Bgy
San Joaquin,Bgy
San Jose,Bgy
San Juan,Bgy
San Luis,Bgy
San Miguel,Bgy
San Pablo,Bgy
San Pedro,Bgy
San Rafael,Bgy
San Roque,Bgy
San Vicente,Bgy
Santa Ana,Bgy
Santa Anastacia,Bgy
Santa Clara,Bgy
Santa Cruz,Bgy
Santa Elena,Bgy
Santa Maria,Bgy
Santiago,Bgy
Santa Teresita,Bgy
Taal,Mun
Apacay,Bgy
Balisong,Bgy
Bihis,Bgy
Bolbok,Bgy
Buli,Bgy
Butong,Bgy
Carasuche,Bgy
Cawit,Bgy
Caysasay,Bgy
Cubamba,Bgy
Cultihan,Bgy
Gahol,Bgy
Halang,Bgy
Iba,Bgy
Ilog,Bgy
Imamawo,Bgy
Ipil,Bgy
Luntal,Bgy
Mahabang Lodlod,Bgy
Niogan,Bgy
Pansol,Bgy
Poblacion 11,Bgy
Poblacion 1,Bgy
Poblacion 10,Bgy
Poblacion 12,Bgy
Poblacion 2,Bgy
Poblacion 3,Bgy
Poblacion 4,Bgy
Poblacion 5,Bgy
Poblacion 6,Bgy
Poblacion 7,Bgy
Poblacion 8,Bgy
Poblacion 9,Bgy
Pook,Bgy
Seiran,Bgy
Laguile,Bgy
Latag,Bgy
Tierra Alta,Bgy
Tulo,Bgy
Tatlong Maria,Bgy
Poblacion 13,Bgy
Poblacion 14,Bgy
Talisay,Mun
Aya,Bgy
Balas,Bgy
Banga,Bgy
Buco,Bgy
Caloocan,Bgy
Leynes,Bgy
Miranda,Bgy
Poblacion Barangay 1,Bgy
Poblacion Barangay 2,Bgy
Poblacion Barangay 3,Bgy
Poblacion Barangay 4,Bgy
Poblacion Barangay 5,Bgy
Poblacion Barangay 6,Bgy
Poblacion Barangay 7,Bgy
Poblacion Barangay 8,Bgy
Quiling,Bgy
Sampaloc,Bgy
San Guillermo,Bgy
Santa Maria,Bgy
Tranca,Bgy
Tumaway,Bgy
City of Tanauan,City
Altura Bata,Bgy
Altura Matanda,Bgy
Altura-South,Bgy
Ambulong,Bgy
Banadero,Bgy
Bagbag,Bgy
Bagumbayan,Bgy
Balele,Bgy
Banjo East,Bgy
Banjo Laurel,Bgy
Bilog-bilog,Bgy
Boot,Bgy
Cale,Bgy
Darasa,Bgy
Pagaspas,Bgy
Gonzales,Bgy
Hidalgo,Bgy
Janopol,Bgy
Janopol Oriental,Bgy
Laurel,Bgy
Luyos,Bgy
Mabini,Bgy
Malaking Pulo,Bgy
Maria Paz,Bgy
Maugat,Bgy
Montaña,Bgy
Natatas,Bgy
Pantay Matanda,Bgy
Pantay Bata,Bgy
Poblacion Barangay 1,Bgy
Poblacion Barangay 2,Bgy
Poblacion Barangay 3,Bgy
Poblacion Barangay 4,Bgy
Poblacion Barangay 5,Bgy
Poblacion Barangay 6,Bgy
Poblacion Barangay 7,Bgy
Sala,Bgy
Sambat,Bgy
San Jose,Bgy
Santol,Bgy
Santor,Bgy
Sulpoc,Bgy
Suplang,Bgy
Talaga,Bgy
Tinurik,Bgy
Trapiche,Bgy
Ulango,Bgy
Wawa,Bgy
Taysan,Mun
Bacao,Bgy
Bilogo,Bgy
Bukal,Bgy
Dagatan,Bgy
Guinhawa,Bgy
Laurel,Bgy
Mabayabas,Bgy
Mahanadiong,Bgy
Mapulo,Bgy
Mataas Na Lupa,Bgy
Pag-Asa,Bgy
Panghayaan,Bgy
Piña,Bgy
Pinagbayanan,Bgy
Poblacion East,Bgy
Poblacion West,Bgy
San Isidro,Bgy
San Marcelino,Bgy
Santo Niño,Bgy
Tilambo,Bgy
Tingloy,Mun
Corona,Bgy
Gamao,Bgy
Makawayan,Bgy
Marikaban,Bgy
Papaya,Bgy
Pisa,Bgy
Barangay 13,Bgy
Barangay 14,Bgy
Barangay 15,Bgy
San Isidro,Bgy
San Jose,Bgy
San Juan,Bgy
San Pedro,Bgy
Santo Tomas,Bgy
Talahib,Bgy
Tuy,Mun
Acle,Bgy
Bayudbud,Bgy
Bolboc,Bgy
Dalima,Bgy
Dao,Bgy
Guinhawa,Bgy
Lumbangan,Bgy
Luntal,Bgy
Magahis,Bgy
Malibu,Bgy
Mataywanac,Bgy
Palincaro,Bgy
Luna ,Bgy
Burgos ,Bgy
Rizal ,Bgy
Rillo ,Bgy
Putol,Bgy
Sabang,Bgy
San Jose,Bgy
Talon,Bgy
Toong,Bgy
Tuyon-tuyon,Bgy
